,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
28,28,CHI,Norris Cole\coleno01,Cleveland State University,5,347,7893,2463,691,967,.409,.326,.741,22.7,7.1,2.0,2.8,3.1,.019,-3.9,-3.8
29,29,SAS,Cory Joseph\josepco01,University of Texas at Austin,6,320,5873,2055,687,739,.456,.315,.771,18.4,6.4,2.1,2.3,13.2,.108,-0.5,2.2
30,30,CHI,Jimmy Butler\butleji01,Marquette University,6,361,11463,5342,1707,1010,.446,.330,.825,31.8,14.8,4.7,2.8,42.7,.179,3.6,16.0
31,31,MIA,Bojan Bogdanovic\bogdabo02,,3,193,4934,2092,584,223,.442,.368,.836,25.6,10.8,3.0,1.2,4.7,.045,-2.7,-0.9
32,32,CLE,Justin Harper\harpeju01,University of Richmond,2,19,119,33,13,2,.317,.273,.333,6.3,1.7,0.7,0.1,-0.2,-.091,-8.3,-0.2
33,33,DET,Kyle Singler\singlky01,Duke University,5,332,7560,2259,991,265,.419,.366,.796,22.8,6.8,3.0,0.8,9.8,.062,-1.5,1.0
34,34,WAS,Shelvin Mack\macksh01,Butler University,6,314,5497,1994,588,931,.426,.324,.750,17.5,6.4,1.9,3.0,6.9,.060,-2.5,-0.7
35,35,SAC,Tyler Honeycutt\honeyty01,University of California Los Angeles,2,24,120,28,24,9,.314,.200,.714,5.0,1.2,1.0,0.4,-0.1,-.049,-6.4,-0.1
36,36,NJN,Jordan Williams\willijo03,University of Maryland,1,43,635,197,156,11,.507,,.652,14.8,4.6,3.6,0.3,1.3,.101,-3.1,-0.2
37,37,LAC,Trey Thompkins\thomptr02,University of Georgia,1,24,119,57,24,3,.393,.308,.714,5.0,2.4,1.0,0.1,0.0,.004,-8.9,-0.2
38,38,HOU,Chandler Parsons\parsoch01,University of Florida,6,354,11577,4958,1750,1047,.471,.377,.706,32.7,14.0,4.9,3.0,27.8,.115,2.2,12.3
39,39,CHA,Jeremy Tyler\tylerje01,,3,104,1034,373,269,25,.450,.000,.557,9.9,3.6,2.6,0.2,0.3,.014,-6.6,-1.2
40,40,MIL,Jon Leuer\leuerjo01,University of Wisconsin,6,291,4480,1842,1125,235,.485,.357,.751,15.4,6.3,3.9,0.8,10.9,.116,-0.9,1.2
41,41,LAL,Darius Morris\morrida01,University of Michigan,4,132,1464,430,126,189,.384,.322,.630,11.1,3.3,1.0,1.4,-0.3,-.010,-5.6,-1.3
42,42,IND,Davis Bertans\bertada01,,1,30,295,95,34,16,.441,.396,.824,9.8,3.2,1.1,0.5,0.9,.139,1.9,0.3
43,43,CHI,Malcolm Lee\leema01,University of California Los Angeles,3,36,534,140,65,51,.382,.294,.703,14.8,3.9,1.8,1.4,0.4,.040,-2.0,0.0
44,44,GSW,Charles Jenkins\jenkich01,Hofstra University,2,110,1334,408,100,214,.434,.182,.754,12.1,3.7,0.9,1.9,0.5,.017,-5.9,-1.3
45,45,NOH,Josh Harrellson\harrejo01,University of Kentucky,3,75,888,265,227,26,.438,.347,.629,11.8,3.5,3.0,0.3,2.1,.116,-0.7,0.3
46,46,LAL,Andrew Goudelock\goudean01,College of Charleston,3,49,475,197,34,24,.393,.345,.875,9.7,4.0,0.7,0.5,0.0,.003,-6.5,-0.5
47,47,LAC,Travis Leslie\leslitr01,University of Georgia,1,10,45,14,9,5,.357,,.444,4.5,1.4,0.9,0.5,0.1,.060,-0.2,0.0
48,48,ATL,Keith Benson\bensoke02,Oakland University,1,3,9,0,3,0,.000,,,3.0,0.0,1.0,0.0,0.0,-.005,-10.4,0.0
49,49,MEM,Josh Selby\selbyjo01,University of Kansas,2,38,296,83,20,34,.330,.143,.720,7.8,2.2,0.5,0.9,-0.7,-.113,-10.1,-0.6
50,50,PHI,Lavoy Allen\allenla01,Temple University,6,356,6394,1712,1694,355,.467,.133,.680,18.0,4.8,4.8,1.0,12.4,.093,-1.4,0.9
51,51,POR,Jon Diebler\diebljo01,Ohio State University,,,,,,,,,,,,,,,,,
52,52,DET,Vernon Macklin\macklve01,University of Florida,1,23,135,46,34,5,.543,,.571,5.9,2.0,1.5,0.2,0.5,.161,-0.6,0.0
53,53,ORL,DeAndre Liggins\liggide01,University of Kentucky,4,85,870,181,121,52,.422,.365,.542,10.2,2.1,1.4,0.6,1.0,.054,-1.0,0.2
54,54,CLE,Milan Macvan\macvami01,,,,,,,,,,,,,,,,,,
55,55,BOS,E'Twaun Moore\mooreet01,Purdue University,6,342,6160,2131,590,570,.430,.369,.740,18.0,6.2,1.7,1.7,5.8,.045,-2.4,-0.7
56,56,LAL,Chukwudiebere Maduabum\maduach01,,,,,,,,,,,,,,,,,,
57,57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,
58,58,LAL,Ater Majok\majokat01,,,,,,,,,,,,,,,,,,
59,59,SAS,Adam Hanga\hangaad01,,,,,,,,,,,,,,,,,,
60,60,SAC,Isaiah Thomas\thomais02,University of Washington,6,398,11757,7161,1021,2031,.439,.364,.870,29.5,18.0,2.6,5.1,38.5,.157,2.0,12.0
